DATE,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx
05/31/1989,0.039336,0.034581,0.025054,0.023223,0.035138,320.52
06/30/1989,-0.004856,-0.007428,-0.007744,-0.009694,-0.007925,317.98
07/31/1989,0.077128,0.074881,0.031017,0.029563,0.088370,346.08
08/31/1989,0.022126,0.018228,0.018626,0.017004,0.015517,351.45
09/29/1989,-0.001473,-0.003969,0.005532,0.003867,-0.006544,349.15
10/31/1989,-0.029285,-0.031337,-0.049936,-0.051212,-0.025175,340.36
11/30/1989,0.017816,0.014333,-0.005805,-0.007475,0.016541,345.99
12/29/1989,0.018294,0.015515,-0.012375,-0.014518,0.021417,353.40
01/31/1990,-0.070114,-0.071947,-0.046408,-0.048037,-0.068817,329.08
02/28/1990,0.014900,0.010957,0.015434,0.013844,0.008539,331.89
03/30/1990,0.024148,0.021626,0.021315,0.019445,0.024255,339.94
04/30/1990,-0.028283,-0.030562,-0.028116,-0.029637,-0.026887,330.80
05/31/1990,0.088935,0.084648,0.045673,0.043835,0.091989,361.23
06/29/1990,-0.004193,-0.006736,0.005359,0.003616,-0.008886,358.02
07/31/1990,-0.009392,-0.011593,-0.025731,-0.027244,-0.005223,356.15
08/31/1990,-0.091903,-0.095716,-0.108920,-0.110706,-0.094314,322.56
09/28/1990,-0.053844,-0.056110,-0.080468,-0.082295,-0.051184,306.05
10/31/1990,-0.012499,-0.015049,-0.057155,-0.058745,-0.006698,304.00
11/30/1990,0.065742,0.061414,0.035468,0.033422,0.059934,322.22
12/31/1990,0.029511,0.026274,-0.004526,-0.007286,0.024828,330.22
01/31/1991,0.049083,0.046987,0.084175,0.082980,0.041518,343.93
02/28/1991,0.075848,0.071836,0.133898,0.132109,0.067281,367.07
03/28/1991,0.028922,0.026702,0.078293,0.076343,0.022203,375.22
04/30/1991,0.003311,0.001186,0.031957,0.030546,0.000346,375.35
05/31/1991,0.040737,0.037177,0.031368,0.029678,0.038577,389.83
06/28/1991,-0.044024,-0.046271,-0.031773,-0.033413,-0.047893,371.16
07/31/1991,0.046789,0.044984,0.034202,0.032928,0.044859,387.81
08/30/1991,0.026807,0.023275,0.027503,0.025961,0.019649,395.43
09/30/1991,-0.010979,-0.013078,0.008130,0.006653,-0.019144,387.86
10/31/1991,0.017847,0.016248,0.024656,0.023469,0.011860,392.46
11/29/1991,-0.037291,-0.040572,-0.023735,-0.025195,-0.043928,375.22
12/31/1991,0.106782,0.104147,0.035352,0.033415,0.111588,417.09
01/31/1992,-0.001164,-0.002591,0.149970,0.148971,-0.019900,408.79
02/28/1992,0.013355,0.010308,0.052124,0.050807,0.009565,412.70
03/31/1992,-0.023699,-0.025970,-0.014169,-0.015697,-0.021832,403.69
04/30/1992,0.013414,0.011872,-0.033262,-0.034313,0.027893,414.95
05/29/1992,0.006407,0.003302,0.005678,0.004201,0.000964,415.35
06/30/1992,-0.019257,-0.021664,-0.039211,-0.040750,-0.017359,408.14
07/31/1992,0.039900,0.038369,0.027617,0.026541,0.039374,424.21
08/31/1992,-0.020819,-0.023970,-0.023900,-0.025211,-0.023998,414.03
09/30/1992,0.012461,0.010286,0.011050,0.009658,0.009106,417.80
10/30/1992,0.010981,0.009545,0.016224,0.015217,0.002106,418.68
11/30/1992,0.040183,0.036954,0.066686,0.065261,0.030262,431.35
12/31/1992,0.017742,0.015534,0.035677,0.033877,0.010108,435.71
01/29/1993,0.012617,0.011302,0.067620,0.066832,0.007046,438.78
02/26/1993,0.005425,0.002664,-0.007198,-0.008448,0.010484,443.38
03/31/1993,0.025089,0.022659,0.031465,0.029964,0.018697,451.67
04/30/1993,-0.025391,-0.026714,-0.011112,-0.012115,-0.025417,440.19
05/28/1993,0.029572,0.026539,0.038752,0.037422,0.022717,450.19
06/30/1993,0.005434,0.003218,0.013419,0.011928,0.000755,450.53
07/30/1993,-0.000806,-0.002153,0.013724,0.012797,-0.005327,448.13
08/31/1993,0.039496,0.036565,0.039698,0.038383,0.034432,463.56
09/30/1993,0.000629,-0.001353,0.025507,0.024192,-0.009988,458.93
10/29/1993,0.018051,0.016730,0.040518,0.039534,0.019393,467.83
11/30/1993,-0.017600,-0.020476,-0.024467,-0.025768,-0.012911,461.79
12/31/1993,0.019555,0.017529,0.016191,0.014391,0.010091,466.45
01/31/1994,0.031459,0.030071,0.049166,0.048286,0.032501,481.61
02/28/1994,-0.024207,-0.026759,-0.009953,-0.011121,-0.030045,467.14
03/31/1994,-0.045795,-0.047882,-0.045962,-0.047448,-0.045746,445.77
04/29/1994,0.009495,0.008045,-0.011728,-0.012827,0.011531,450.91
05/31/1994,0.009353,0.006362,-0.000831,-0.002287,0.012419,456.51
06/30/1994,-0.027880,-0.030055,-0.028182,-0.029647,-0.026812,444.27
07/29/1994,0.030657,0.029283,0.015770,0.014747,0.031467,458.25
08/31/1994,0.042629,0.039724,0.036756,0.035159,0.037643,475.50
09/30/1994,-0.018338,-0.020352,0.004864,0.003459,-0.026898,462.71
10/31/1994,0.014520,0.013000,-0.003305,-0.004354,0.020834,472.35
11/30/1994,-0.037206,-0.039980,-0.040741,-0.042147,-0.039505,453.69
12/30/1994,0.012580,0.010141,-0.013424,-0.015567,0.012299,459.27
01/31/1995,0.020353,0.018753,0.027865,0.026755,0.024278,470.42
02/28/1995,0.039647,0.037074,0.028369,0.027073,0.036074,487.39
03/31/1995,0.027065,0.024887,0.019518,0.017762,0.027329,500.71
04/28/1995,0.025048,0.023597,0.026976,0.025840,0.027960,514.71
05/31/1995,0.033908,0.031129,0.020270,0.018815,0.036312,533.40
06/30/1995,0.031142,0.029212,0.049909,0.048386,0.021279,544.75
07/31/1995,0.040801,0.038953,0.054701,0.053564,0.031776,562.06
08/31/1995,0.009295,0.006798,0.032032,0.030677,-0.000320,561.88
09/29/1995,0.036354,0.034641,0.026406,0.025026,0.040098,584.41
10/31/1995,-0.011339,-0.012670,-0.041472,-0.042533,-0.004979,581.50
11/30/1995,0.042771,0.040301,0.016651,0.015189,0.041049,605.37
12/29/1995,0.015192,0.013354,0.008913,0.006905,0.017444,615.93
01/31/1996,0.028121,0.026805,0.034647,0.033747,0.032617,636.02
02/29/1996,0.016353,0.014231,0.032308,0.031143,0.006934,640.43
03/29/1996,0.010914,0.009211,0.024085,0.022575,0.007917,645.50
04/30/1996,0.025560,0.024315,0.058047,0.056994,0.013431,654.17
05/31/1996,0.026810,0.024550,0.062630,0.061214,0.022853,669.12
06/28/1996,-0.008289,-0.009820,-0.032178,-0.033577,0.002257,670.63
07/31/1996,-0.053849,-0.055285,-0.079597,-0.080534,-0.045748,639.95
08/30/1996,0.032451,0.030381,0.045605,0.044311,0.018814,651.99
09/30/1996,0.052985,0.051279,0.028751,0.027407,0.054173,687.31
10/31/1996,0.013673,0.012302,-0.020862,-0.021959,0.026131,705.27
11/29/1996,0.065604,0.063622,0.024703,0.023423,0.073376,757.02
12/31/1996,-0.011391,-0.013070,-0.002617,-0.004356,-0.021505,740.74
01/31/1997,0.053441,0.052358,0.063831,0.063007,0.061317,786.16
02/28/1997,-0.001067,-0.002802,-0.010299,-0.011417,0.005928,790.82
03/31/1997,-0.044864,-0.046515,-0.049224,-0.050476,-0.042614,757.12
04/30/1997,0.042396,0.041181,-0.021596,-0.022564,0.058406,801.34
05/30/1997,0.071640,0.069787,0.085194,0.083982,0.058577,848.28
06/30/1997,0.044081,0.042690,0.043145,0.041846,0.043453,885.14
07/31/1997,0.076513,0.075201,0.048824,0.047882,0.078123,954.29
08/29/1997,-0.036320,-0.037678,0.027607,0.026587,-0.057446,899.47
09/30/1997,0.058453,0.057049,0.081745,0.080515,0.053154,947.28
10/31/1997,-0.034432,-0.035502,-0.026145,-0.027011,-0.034478,914.62
11/28/1997,0.030354,0.028841,-0.022063,-0.023114,0.044587,955.40
12/31/1997,0.017822,0.016307,-0.023875,-0.025553,0.015732,970.43
01/30/1998,0.004511,0.003633,0.015367,0.014571,0.010150,980.28
02/27/1998,0.073321,0.071816,0.060460,0.059475,0.070449,1049.34
03/31/1998,0.051273,0.050016,0.046884,0.045695,0.049946,1101.75
04/30/1998,0.010924,0.009923,0.023244,0.022231,0.009076,1111.75
05/29/1998,-0.025746,-0.027038,-0.042571,-0.043589,-0.018826,1090.82
06/30/1998,0.031839,0.030620,-0.029150,-0.030414,0.039438,1133.84
07/31/1998,-0.023377,-0.024353,-0.050546,-0.051324,-0.011615,1120.67
08/31/1998,-0.157860,-0.159168,-0.196406,-0.197447,-0.145797,957.28
09/30/1998,0.063814,0.062295,0.043248,0.041855,0.062396,1017.01
10/30/1998,0.074406,0.073389,0.037827,0.036964,0.080294,1098.67
11/30/1998,0.062001,0.060593,0.075912,0.074828,0.059126,1163.63
12/31/1998,0.063059,0.061731,0.018861,0.017255,0.056375,1229.23
01/29/1999,0.038447,0.037646,0.064861,0.064052,0.041009,1279.64
02/26/1999,-0.038083,-0.039268,-0.042172,-0.043266,-0.032283,1238.33
03/31/1999,0.037925,0.036652,-0.001370,-0.002957,0.038794,1286.37
04/30/1999,0.049092,0.048271,0.083906,0.082850,0.037944,1335.18
05/28/1999,-0.020708,-0.022384,0.025137,0.023668,-0.024970,1301.84
06/30/1999,0.050823,0.049725,0.038402,0.036841,0.054438,1372.71
07/30/1999,-0.030833,-0.031710,0.007278,0.006299,-0.032046,1328.72
08/31/1999,-0.009907,-0.011065,-0.030611,-0.031797,-0.006254,1320.41
09/30/1999,-0.022669,-0.023872,-0.014226,-0.015636,-0.028552,1282.71
10/29/1999,0.062107,0.061318,-0.001398,-0.002457,0.062539,1362.93
11/30/1999,0.036822,0.035616,0.091441,0.090005,0.019062,1388.91
12/31/1999,0.083745,0.082631,0.084843,0.082824,0.057844,1469.25
01/31/2000,-0.039622,-0.040263,0.050642,0.049740,-0.050904,1394.46
02/29/2000,0.031760,0.030657,0.120481,0.119228,-0.020108,1366.42
03/31/2000,0.053498,0.052515,-0.000464,-0.002110,0.096720,1498.58
04/28/2000,-0.059519,-0.060310,-0.088513,-0.089699,-0.030796,1452.43
05/31/2000,-0.038860,-0.040020,-0.057337,-0.058916,-0.021915,1420.60
06/30/2000,0.051576,0.050779,0.079304,0.077750,0.023934,1454.60
07/31/2000,-0.017679,-0.018399,-0.019303,-0.020552,-0.016341,1430.83
08/31/2000,0.074984,0.073803,0.059300,0.057971,0.060699,1517.68
09/29/2000,-0.051154,-0.051895,-0.040045,-0.041355,-0.053483,1436.51
10/31/2000,-0.024480,-0.025155,-0.066833,-0.067922,-0.004949,1429.40
11/30/2000,-0.102365,-0.103574,-0.118569,-0.119894,-0.080069,1314.95
12/29/2000,0.020450,0.019455,-0.007053,-0.008997,0.004053,1320.28
01/31/2001,0.039575,0.038787,0.225038,0.224085,0.034637,1366.01
02/28/2001,-0.099084,-0.100183,-0.074487,-0.075596,-0.092291,1239.94
03/30/2001,-0.070408,-0.071364,-0.072662,-0.074178,-0.064205,1160.33
04/30/2001,0.083835,0.082830,0.076441,0.075266,0.076814,1249.46
05/31/2001,0.010450,0.009064,0.062199,0.060764,0.005090,1255.82
06/29/2001,-0.017561,-0.018336,0.007726,0.006433,-0.025004,1224.42
07/31/2001,-0.018284,-0.019250,-0.028403,-0.029681,-0.010772,1211.23
08/31/2001,-0.058980,-0.060355,-0.035013,-0.036303,-0.064108,1133.58
09/28/2001,-0.091497,-0.092630,-0.127787,-0.129051,-0.081723,1040.94
10/31/2001,0.027847,0.026829,0.078125,0.077080,0.018099,1059.78
11/30/2001,0.078789,0.077353,0.080799,0.079633,0.075176,1139.45
12/31/2001,0.017856,0.016574,0.057768,0.055996,0.007574,1148.08
01/31/2002,-0.015966,-0.016921,0.018192,0.017193,-0.015574,1130.20
02/28/2002,-0.021700,-0.023066,-0.033065,-0.034169,-0.020766,1106.73
03/28/2002,0.044699,0.043730,0.074653,0.073227,0.036739,1147.39
04/30/2002,-0.049600,-0.050504,-0.003165,-0.004319,-0.061418,1076.92
05/31/2002,-0.010510,-0.011958,-0.015507,-0.016973,-0.009081,1067.14
06/28/2002,-0.070259,-0.071515,-0.067317,-0.068724,-0.072465,989.81
07/31/2002,-0.081125,-0.082310,-0.107497,-0.108516,-0.078995,911.62
08/30/2002,0.007949,0.006405,0.006337,0.005059,0.004881,916.07
09/30/2002,-0.099923,-0.101387,-0.084490,-0.085871,-0.110013,815.29
10/31/2002,0.074940,0.073522,0.042773,0.041581,0.086436,885.76
11/29/2002,0.061282,0.059612,0.117775,0.116389,0.057070,936.31
12/31/2002,-0.053334,-0.054977,-0.040159,-0.042056,-0.060333,879.82
01/31/2003,-0.023367,-0.024577,0.006068,0.004703,-0.027415,855.70
02/28/2003,-0.015417,-0.017243,-0.021448,-0.022694,-0.017004,841.15
03/31/2003,0.010321,0.008901,0.009434,0.007553,0.008358,848.18
04/30/2003,0.082768,0.081180,0.098231,0.096693,0.081044,916.92
05/30/2003,0.063471,0.061778,0.133177,0.131672,0.050899,963.59
06/30/2003,0.016346,0.014797,0.049745,0.048073,0.011322,974.50
07/31/2003,0.023112,0.021764,0.061927,0.060521,0.016224,990.31
08/29/2003,0.024965,0.023486,0.047429,0.045976,0.017873,1008.01
09/30/2003,-0.009120,-0.010607,0.025239,0.023649,-0.011944,995.97
10/31/2003,0.060361,0.058882,0.080954,0.079414,0.054962,1050.71
11/28/2003,0.016594,0.015052,0.038147,0.036667,0.007129,1058.20
12/31/2003,0.045476,0.043820,0.038908,0.036919,0.050765,1111.92
01/30/2004,0.023042,0.022019,0.065763,0.064746,0.017276,1131.13
02/27/2004,0.015443,0.013958,0.013720,0.012522,0.012209,1144.94
03/31/2004,-0.010662,-0.011985,0.006293,0.004664,-0.016359,1126.21
04/30/2004,-0.024222,-0.025568,-0.043590,-0.044794,-0.016791,1107.30
05/28/2004,0.014068,0.012384,0.002593,0.000918,0.012083,1120.68
06/30/2004,0.021611,0.020049,0.022731,0.021000,0.017989,1140.84
07/30/2004,-0.037698,-0.038792,-0.051090,-0.052317,-0.034291,1101.72
08/31/2004,0.002703,0.001058,-0.004742,-0.006208,0.002287,1104.24
09/30/2004,0.020556,0.019099,0.041601,0.040010,0.009364,1114.58
10/29/2004,0.017806,0.016579,0.020845,0.019635,0.014014,1130.20
11/30/2004,0.048214,0.044320,0.079935,0.078356,0.038595,1173.82
12/31/2004,0.035170,0.033414,0.052928,0.050633,0.032458,1211.92
01/31/2005,-0.026546,-0.027399,-0.029282,-0.030146,-0.025290,1181.27
02/28/2005,0.022646,0.020810,0.016643,0.015381,0.018903,1203.60
03/31/2005,-0.016944,-0.018578,-0.031842,-0.033588,-0.019118,1180.59
04/29/2005,-0.025206,-0.026590,-0.046513,-0.047919,-0.020109,1156.85
05/31/2005,0.037954,0.036151,0.043820,0.042220,0.029952,1191.50
06/30/2005,0.011529,0.009905,0.032139,0.030197,-0.000143,1191.33
07/29/2005,0.043358,0.042251,0.058751,0.057705,0.035968,1234.18
08/31/2005,-0.005958,-0.007776,-0.007216,-0.008587,-0.011222,1220.33
09/30/2005,0.010600,0.009331,0.010533,0.009016,0.006949,1228.81
10/31/2005,-0.020866,-0.021974,-0.033876,-0.035031,-0.017741,1207.01
11/30/2005,0.040326,0.038073,0.034319,0.032775,0.035186,1249.48
12/30/2005,0.003456,0.001884,0.013484,0.011157,-0.000952,1248.29
01/31/2006,0.040072,0.038966,0.076354,0.075150,0.025467,1280.08
02/28/2006,-0.001639,-0.003552,0.004836,0.003476,0.000453,1280.66
03/31/2006,0.019065,0.017598,0.036978,0.035232,0.011065,1294.83
04/28/2006,0.013000,0.011530,0.009791,0.008497,0.012187,1310.61
05/31/2006,-0.031032,-0.033010,-0.044331,-0.045982,-0.030917,1270.09
06/30/2006,-0.000391,-0.001887,-0.008479,-0.010474,0.000087,1270.20
07/31/2006,-0.001912,-0.002955,-0.022698,-0.023752,0.005086,1276.66
08/31/2006,0.025041,0.022968,0.025011,0.023562,0.021274,1303.82
09/29/2006,0.019428,0.018110,0.009006,0.007433,0.024566,1335.85
10/31/2006,0.037153,0.036107,0.046186,0.045160,0.031508,1377.94
11/30/2006,0.023736,0.021374,0.031168,0.029505,0.016467,1400.63
12/29/2006,0.010857,0.009154,0.014799,0.012584,0.012616,1418.30
01/31/2007,0.019387,0.018452,0.022283,0.021357,0.014059,1438.24
02/28/2007,-0.014006,-0.015996,0.002111,0.000857,-0.021846,1406.82
03/30/2007,0.012954,0.011479,0.006545,0.004805,0.009980,1420.86
04/30/2007,0.039834,0.038470,0.027048,0.025772,0.043291,1482.37
05/31/2007,0.038953,0.036666,0.023123,0.021362,0.032549,1530.62
06/29/2007,-0.014747,-0.016110,-0.007907,-0.009857,-0.017816,1503.35
07/31/2007,-0.031790,-0.032792,-0.043537,-0.044642,-0.031982,1455.27
08/31/2007,0.011593,0.009641,-0.011712,-0.013287,0.012864,1473.99
09/28/2007,0.040822,0.039306,0.025364,0.023661,0.035794,1526.75
10/31/2007,0.025910,0.024770,0.017406,0.016144,0.014822,1549.38
11/30/2007,-0.049362,-0.051309,-0.076621,-0.078123,-0.044043,1481.14
12/31/2007,-0.004405,-0.006493,-0.011018,-0.014312,-0.008628,1468.36
01/31/2008,-0.062218,-0.063321,-0.045066,-0.046160,-0.061163,1378.55
02/29/2008,-0.021697,-0.023636,-0.021401,-0.022916,-0.034761,1330.63
03/31/2008,-0.010444,-0.012186,-0.025309,-0.027567,-0.005960,1322.70
04/30/2008,0.051199,0.049876,0.031907,0.030490,0.047547,1385.59
05/30/2008,0.023935,0.021621,0.031787,0.029774,0.010674,1400.38
06/30/2008,-0.078436,-0.080249,-0.086586,-0.088706,-0.085962,1280.00
07/31/2008,-0.013413,-0.014760,-0.001295,-0.002657,-0.009859,1267.38
08/29/2008,0.010597,0.008608,0.013023,0.011122,0.012191,1282.83
09/30/2008,-0.098172,-0.099959,-0.120112,-0.122208,-0.090791,1166.36
10/31/2008,-0.184838,-0.186323,-0.205222,-0.206835,-0.169425,968.75
11/28/2008,-0.084686,-0.087425,-0.130320,-0.132591,-0.074849,896.24
12/31/2008,0.022231,0.019164,0.042176,0.037024,0.007822,903.25
01/30/2009,-0.077475,-0.078867,-0.024042,-0.025384,-0.085657,825.88
02/27/2009,-0.100175,-0.103362,-0.107606,-0.109708,-0.109931,735.09
03/31/2009,0.086813,0.083558,0.107474,0.104391,0.085405,797.87
04/30/2009,0.109483,0.107649,0.192762,0.190929,0.093925,872.81
05/29/2009,0.067797,0.065147,0.102330,0.100210,0.053081,919.14
06/30/2009,-0.003020,-0.004963,0.023921,0.021352,0.000196,919.32
07/31/2009,0.081792,0.080374,0.085217,0.083763,0.074142,987.48
08/31/2009,0.031514,0.029356,0.056864,0.055310,0.033560,1020.62
09/30/2009,0.045288,0.043651,0.071255,0.069383,0.035723,1057.08
10/30/2009,-0.028079,-0.029333,-0.050612,-0.051739,-0.019762,1036.19
11/30/2009,0.057086,0.054630,0.028476,0.026485,0.057364,1095.63
12/31/2009,0.028486,0.026461,0.055001,0.051972,0.017771,1115.10
01/29/2010,-0.037186,-0.038198,-0.011388,-0.012292,-0.036974,1073.87
02/26/2010,0.034754,0.032667,0.033603,0.032232,0.028514,1104.49
03/31/2010,0.063688,0.062005,0.069289,0.067252,0.058796,1169.43
04/30/2010,0.020039,0.018928,0.057843,0.056698,0.014759,1186.69
05/28/2010,-0.079267,-0.081355,-0.076929,-0.078435,-0.081976,1089.41
06/30/2010,-0.050802,-0.052542,-0.056799,-0.058868,-0.053882,1030.71
07/30/2010,0.070384,0.068688,0.059940,0.058682,0.068778,1101.60
08/31/2010,-0.042887,-0.045012,-0.047566,-0.049083,-0.047449,1049.33
09/30/2010,0.091669,0.089789,0.096418,0.094485,0.087551,1141.20
10/29/2010,0.038606,0.037086,0.040681,0.039488,0.036856,1183.26
11/30/2010,0.005121,0.002922,0.010736,0.008972,-0.002290,1180.55
12/31/2010,0.067213,0.064883,0.068851,0.065469,0.065300,1257.64
01/31/2011,0.019190,0.018237,0.014412,0.013611,0.022646,1286.12
02/28/2011,0.038168,0.036236,0.037036,0.035725,0.031957,1327.22
03/31/2011,0.003343,0.001760,0.008605,0.006786,-0.001047,1325.83
04/29/2011,0.028602,0.027489,0.019203,0.018109,0.028495,1363.61
05/31/2011,-0.014958,-0.016966,-0.018549,-0.020191,-0.013501,1345.20
06/30/2011,-0.018453,-0.020216,-0.024106,-0.026251,-0.018258,1320.64
07/29/2011,-0.022550,-0.023689,-0.021813,-0.022838,-0.021474,1292.28
08/31/2011,-0.057597,-0.059737,-0.075715,-0.077329,-0.056791,1218.89
09/30/2011,-0.085030,-0.086719,-0.100920,-0.102888,-0.071762,1131.42
10/31/2011,0.114215,0.112805,0.107697,0.106575,0.107723,1253.30
11/30/2011,-0.006273,-0.008941,-0.020645,-0.022480,-0.005059,1246.96
12/30/2011,0.003671,0.001424,-0.003561,-0.007020,0.008533,1257.60
01/31/2012,0.054140,0.052992,0.085342,0.084432,0.043583,1312.41
02/29/2012,0.041253,0.038980,0.036494,0.035003,0.040589,1365.68
03/30/2012,0.024039,0.022157,0.017608,0.015303,0.031332,1408.47
04/30/2012,-0.006840,-0.008057,-0.009106,-0.010235,-0.007497,1397.91
05/31/2012,-0.065641,-0.068056,-0.068418,-0.070388,-0.062651,1310.33
06/29/2012,0.038181,0.036079,0.034188,0.031622,0.039555,1362.16
07/31/2012,0.010306,0.009054,-0.003281,-0.004484,0.012598,1379.32
08/31/2012,0.026337,0.023737,0.024820,0.022964,0.019763,1406.58
09/28/2012,0.026532,0.024583,0.034925,0.032690,0.024236,1440.67
10/31/2012,-0.014064,-0.015511,-0.013477,-0.014781,-0.019789,1412.16
11/30/2012,0.006219,0.002978,0.002790,0.000142,0.002847,1416.18
12/31/2012,0.012580,0.009031,0.021872,0.016406,0.007068,1426.19
01/31/2013,0.054189,0.052983,0.063509,0.062680,0.050428,1498.11
02/28/2013,0.008284,0.006081,0.003491,0.002051,0.011061,1514.68
03/28/2013,0.035320,0.033552,0.031419,0.029529,0.035988,1569.19
04/30/2013,0.014942,0.013768,0.002477,0.001376,0.018086,1597.57
05/31/2013,0.019155,0.016594,0.023985,0.022131,0.020763,1630.74
06/28/2013,-0.015071,-0.017088,-0.013012,-0.015631,-0.014999,1606.28
07/31/2013,0.052690,0.051255,0.054898,0.053720,0.049462,1685.73
08/30/2013,-0.025761,-0.027938,-0.017278,-0.019029,-0.031298,1632.97
09/30/2013,0.037514,0.035716,0.051828,0.049754,0.029749,1681.55
10/31/2013,0.039908,0.038623,0.025762,0.024591,0.044596,1756.54
11/29/2013,0.024973,0.022848,0.023398,0.021660,0.028049,1805.81
12/31/2013,0.026160,0.024103,0.025242,0.022010,0.023563,1848.36
01/31/2014,-0.030047,-0.031152,-0.001282,-0.002254,-0.035583,1782.59
02/28/2014,0.046225,0.043990,0.044257,0.042687,0.043117,1859.45
03/31/2014,0.004544,0.002823,0.001028,-0.001095,0.006932,1872.34
04/30/2014,0.001569,0.000406,-0.022319,-0.023436,0.006201,1883.95
05/30/2014,0.020260,0.018052,0.006647,0.004858,0.021030,1923.57
06/30/2014,0.027991,0.026004,0.039501,0.037053,0.019058,1960.23
07/31/2014,-0.020568,-0.021861,-0.035236,-0.036424,-0.015080,1930.67
08/29/2014,0.040226,0.038223,0.033707,0.032165,0.037655,2003.37
09/30/2014,-0.025208,-0.026906,-0.044988,-0.046891,-0.015514,1972.29
10/31/2014,0.021172,0.019925,0.014177,0.012933,0.023201,2018.05
11/28/2014,0.021114,0.018948,-0.002458,-0.004156,0.024534,2067.56
12/31/2014,-0.003661,-0.005799,-0.000181,-0.003554,-0.004189,2058.90
01/30/2015,-0.027207,-0.028278,-0.019077,-0.020098,-0.031041,1994.99
02/27/2015,0.055999,0.053662,0.054161,0.052534,0.054893,2104.50
03/31/2015,-0.010410,-0.012224,-0.005110,-0.007202,-0.017396,2067.89
04/30/2015,0.008776,0.007629,0.015129,0.013992,0.008521,2085.51
05/29/2015,0.010269,0.008107,0.003983,0.002334,0.010491,2107.39
06/30/2015,-0.019272,-0.021211,-0.013480,-0.015977,-0.021012,2063.11
07/31/2015,0.012063,0.010851,-0.027158,-0.028400,0.019742,2103.84
08/31/2015,-0.059979,-0.062045,-0.047287,-0.049301,-0.062581,1972.18
09/30/2015,-0.033831,-0.035767,-0.049928,-0.052224,-0.026443,1920.03
10/30/2015,0.074040,0.072646,0.052880,0.051521,0.082983,2079.36
11/30/2015,0.002426,0.000157,0.007340,0.005441,0.000505,2080.41
12/31/2015,-0.022288,-0.024526,-0.035903,-0.039479,-0.017530,2043.94
01/29/2016,-0.057180,-0.058349,-0.074949,-0.076172,-0.050735,1940.24
02/29/2016,0.000604,-0.001818,0.005587,0.003658,-0.004128,1932.23
03/31/2016,0.070581,0.068212,0.078190,0.075546,0.065991,2059.74
04/29/2016,0.011737,0.010503,0.039878,0.038643,0.002699,2065.30
05/31/2016,0.014269,0.011855,-0.000625,-0.002410,0.015329,2096.96
06/30/2016,0.002926,0.000855,0.005826,0.003017,0.000906,2098.86
07/29/2016,0.038846,0.037599,0.049896,0.048770,0.035610,2173.60
08/31/2016,0.002800,0.000462,0.013063,0.011285,-0.001219,2170.95
09/30/2016,0.003020,0.001242,0.015381,0.013400,-0.001234,2168.27
10/31/2016,-0.021586,-0.022830,-0.039942,-0.041024,-0.019426,2126.15
11/30/2016,0.040546,0.038098,0.050511,0.048697,0.034174,2198.81
12/30/2016,0.018768,0.016630,0.015881,0.012400,0.018201,2238.83
01/31/2017,0.022177,0.021153,0.025942,0.025086,0.017884,2278.87
02/28/2017,0.032632,0.030529,0.017117,0.015543,0.037198,2363.64
03/31/2017,0.002095,0.000225,0.006410,0.004425,-0.000389,2362.72
04/28/2017,0.009628,0.008509,0.003691,0.002694,0.009091,2384.20
05/31/2017,0.009303,0.006954,-0.011327,-0.013018,0.011576,2411.80
06/30/2017,0.009551,0.007670,0.022945,0.020475,0.004814,2423.41
07/31/2017,0.020309,0.018925,0.009089,0.008033,0.019349,2470.30
08/31/2017,0.001575,-0.000663,-0.008740,-0.010304,0.000546,2471.65
09/29/2017,0.023777,0.022171,0.046863,0.044829,0.019303,2519.36
10/31/2017,0.019277,0.018176,0.002217,0.001202,0.022188,2575.26
11/30/2017,0.027252,0.024926,0.020848,0.019008,0.028083,2647.58
12/29/2017,0.012153,0.010297,0.014234,0.011158,0.009832,2673.61
01/31/2018,0.050627,0.049674,0.029440,0.028639,0.056179,2823.81
02/28/2018,-0.039511,-0.041380,-0.040040,-0.041481,-0.038947,2713.83
03/29/2018,-0.018454,-0.020321,0.001183,-0.001111,-0.026885,2640.87
04/30/2018,0.004710,0.003602,0.008205,0.007083,0.002719,2648.05
05/31/2018,0.026175,0.023879,0.034612,0.032912,0.021608,2705.27
06/29/2018,0.005363,0.003579,0.002819,0.000068,0.004842,2718.37
07/31/2018,0.031603,0.030467,0.006800,0.005761,0.036022,2816.29
08/31/2018,0.030204,0.027737,0.019158,0.017220,0.030263,2901.52
09/28/2018,0.000432,-0.001204,-0.010314,-0.012381,0.004294,2913.98
10/31/2018,-0.074076,-0.075143,-0.082433,-0.083411,-0.069403,2711.74
11/30/2018,0.018489,0.016149,0.000576,-0.001232,0.017859,2760.17
12/31/2018,-0.089889,-0.092123,-0.099310,-0.102864,-0.091777,2506.85
01/31/2019,0.088295,0.087069,0.120268,0.119346,0.078684,2704.10
02/28/2019,0.032724,0.030666,0.038566,0.037059,0.029729,2784.49
03/29/2019,0.012964,0.011141,-0.003896,-0.006074,0.017924,2834.40
04/30/2019,0.037889,0.036695,0.020323,0.019130,0.039313,2945.83
05/31/2019,-0.061679,-0.063898,-0.064571,-0.066402,-0.065778,2752.06
06/28/2019,0.067279,0.065283,0.049002,0.046094,0.068930,2941.76
07/31/2019,0.011854,0.010701,-0.005245,-0.006280,0.013128,2980.38
